%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
%Optimization success: True in 22 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 1.5741558752847657
%.kernel.kernels[0].lengthscales: 1.339882942824264
%.kernel.kernels[1].variance: 0.03068973887062306
%.likelihood.variance: 0.9492974458627557
%loglikelihood: -6594.480444843923
%RMSE:1.522
%Pearson_correlation_coefficient:0.750,P-value:0.000
%Spearman_correlation_coefficient:0.752,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,BalabanJ,BertzCT,HallKierAlpha,MaxAbsEStateIndex,MaxAbsPartialCharge,MolLogP,NOCount,PEOE_VSA1,PEOE_VSA3,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,SMR_VSA7,as_flex_all,cc_A.HD_4,cc_N.N_4,lig_OA,vina_gauss2,vina_hydrogen,vina_repulsion
4twp,1.9832,0.5132,3.5465,-0.7965,0.2913,-0.7883,0.208,-1.1314,1.2926,-0.6265,-0.9673,-0.8144,0.3014,1.162,0.2806,1.3496,-0.3961,-0.1678,0.7156,-0.9677,0.309,-0.6474,0.0321
4ty7,1.7748,0.6774,3.0665,-0.821,0.9485,-0.7732,0.986,-0.821,0.9838,0.0304,0.0401,-0.2381,1.0245,0.9485,0.606,0.7661,1.052,-0.6375,-0.0038,-0.9677,0.7472,0.3792,-0.1741
4u4s,-2.7200,0.3688,-3.5335,-0.0922,-0.8976,0.8998,-0.0801,-1.1122,-0.0883,-0.6265,-0.9924,0.159,-0.9016,-0.6509,-0.0443,-0.6871,-0.7447,-0.6375,-0.0038,-0.7009,-0.9028,-1.0096,-0.9015
4w9c,-1.2739,0.4266,-1.8035,-0.4918,0.1165,-0.2532,0.7015,-0.1677,0.5891,-0.1886,-0.0817,-0.2381,0.8986,-0.7345,1.0849,0.0596,-0.691,0.0671,-0.7232,-0.434,-0.4069,-0.1347,-0.5607
4w9h,0.1958,0.3920,0.2765,-0.3836,0.4864,-0.3361,1.0404,-0.738,0.5557,0.0304,-0.0269,-0.2381,0.8986,-0.1923,1.1042,0.017,0.328,0.7716,-0.7232,-0.1672,0.1558,-0.1134,0.0721
4w9i,-0.5749,0.7047,-0.4935,-0.7428,0.4556,-0.3663,0.8974,-0.738,0.0722,0.2493,0.2615,-0.2381,0.0712,-0.4288,1.262,0.017,-0.3424,0.0671,-0.7232,0.0996,0.0404,-0.0932,-0.0273
4w9l,0.3544,0.6044,-1.4335,-0.2058,1.148,-0.7355,1.4026,-0.738,0.7192,0.4683,0.299,-0.2381,1.7259,0.0442,1.6989,0.017,0.0062,0.3019,-0.7232,0.0996,0.3962,0.2079,0.0382
4wiv,-1.1198,0.7123,-0.1935,-0.5666,0.2318,-0.615,-1.4778,-1.0692,1.1874,-0.4075,-1.0156,-0.8144,0.2788,0.5252,0.2445,0.4305,-0.7447,-0.4026,-0.7232,-1.2346,-0.4503,-1.276,-0.9782
4x6p,1.7354,1.1178,1.8465,-0.9946,1.2571,-2.2276,0.7455,-0.8412,1.1812,0.6872,-0.3106,-0.2381,1.0245,1.3465,0.4766,2.0817,2.1514,-0.1678,-0.7232,-0.9677,1.218,-0.047,0.1061
5a7b,-0.7861,0.8423,-2.8835,-0.3652,0.6005,-0.4416,-1.3541,0.5143,0.2564,-0.8454,-0.0881,-0.8144,0.5429,0.4401,0.2603,0.5819,-0.0475,-0.6375,-0.7232,-0.7009,-0.0524,-1.276,-0.8038
5aba,-1.0631,0.9541,-3.4735,-0.3451,-0.2133,1.5102,-1.4117,0.5157,-0.015,-0.8454,-0.0653,-0.8144,-0.4347,0.0095,0.7165,-0.4134,-0.7983,-0.6375,-0.7232,-0.7009,-0.7548,-1.276,-0.9984
5c28,-2.2955,0.5385,-0.7935,-0.3304,-1.1246,1.1334,-1.8997,-0.8236,0.4481,-1.0644,-0.9421,0.3383,-0.4347,-0.3581,-0.2021,-0.7448,-1.281,-0.6375,-0.0038,-1.2346,-1.2313,-1.276,-1.1798
5c2h,1.3842,0.8029,4.6365,-0.8614,0.4687,-0.3286,-1.6084,0.0485,1.6144,-0.4075,-0.6765,-0.2381,0.5381,0.7682,0.6134,0.8713,0.4084,-0.6375,-0.0038,-0.9677,0.5891,-1.276,-0.5885
5dwr,1.6149,0.7700,4.7665,-0.6568,0.4126,-0.6979,1.1626,-1.1311,1.1965,-0.6265,-0.6166,1.285,-0.3826,1.1417,0.3558,1.1546,0.0062,-0.6375,-0.0038,-0.9677,0.7335,-0.6908,-0.2419
